id,influencer_id,description_fr,description_en,preferences_fr,preferences_en,Acid house,African music,Alternative rock,Ambient,Blues,Bossa Nova,Chill-out,Classical Music,Coldwave,Country,Dance music,Dance-pop,Deep house,Disco,Dream Pop,Dub,Electro swing,Electronic rock,Electronica,Electropop,Experimental,Experimental Jazz,Experimental rock,Film Music,French house,Funk,Future house,Garage rock,Grime,Hard rock,Hip hop,House music,Indie folk,Indie pop,Indie rock,Instrumental,International Pop,Latin music,Lo-Fi,Metal,Minimal,Modern Jazz,New wave,Noise rock,Nouvelle Scène,Nu-disco,Pop rock,Pop soul,Post-punk,Post-rock,Progressive pop,Progressive rock,Psychedelic pop,Psychedelic rock,Punk,R&B,Rap,Rap français,Reggae,Rock and roll,Samba,Singer-songwriter,Soul,Surf rock,Synthpop,Synthwave,Techno,Traditional Music,Trap,Trip hop,Variété Française
110,110,"Un web-média culturel de Montréal, bourré de découvertes musicales qui sortent des sentiers battus. Bien plus qu’un simple blogue fondé en 2008, il s’agit d’une mine d’or de découvertes aux sonorités éclectiques à travers baladodiffusions, playlists, entrevues, articles, chroniques et les Sons du Jour; publiés au quotidien sur sa page Facebook. Pour souligner son 10e anniversaire, on retrouve 2 compilations de musique locale, remplies de primeurs, raretés et exclusivités, offertes en téléchargement gratuit en s’abonnant à l’infolettre. Mangez donc d’la marge! http://bit.ly/2Fm9zqC","A cultural web-media from Montreal, full of musical discoveries that go out of the beaten track. More than just a simple blog founded on 2008, it is a goldmine of eclectic discoveries through playlists, interviews, articles, chronicles and Sound of the Day, dayly published on its Facebook page. 
To celebrate its 10th anniversary, Boulimique released a compilation full of exclusivities. You can get it for free subscribing to our newsletter : http://bit.ly/2Fm9zqC",L'éclectisme sonore et la polyrythmie,Sound eclectism and polyrythm,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
111,111,Média (d)étonnant en quête de perles cachées de musique indépendante depuis 2013.,Indie music media based in Paris since 2013.,Belles mélodies,Indie and Beautiful melodies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
112,112,"Perpetual Cactus is an infinite radio - playlists with cool stuffs, sounds and cactus.","Perpetual Cactus is an infinite radio - playlists with cool stuffs, sounds and cactus.",Éclectique,Eclectic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,113,"Playlists hebdomadaires libres et subjectives, par un digger passionné travaillant à la discothèque de Radio France","Weekly free and subjective playlists, by a passionate digger working at the Music Library of the french national Radio (Radio France)",Surprise,Surprise,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,Les Insouciants font le pari fou d’essayer de redonner à nos lecteurs le goût d’une quête de nouveautés musicales.,Les Insouciants make the crazy bet to give back their readers the taste of musical quest.,Musique indé,Indie music,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
115,115,"Journaliste culturelle @Oui FM, chroniqueuse aux Croissants","Journaliste culturelle @Oui FM, chroniqueuse aux Croissants",,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
116,116,Label indépendant français sans limite.,Limitless independent French record label.,Pas de limites,No limit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,Webzine musical franco-belge avec des goûts marqués pour l'indie.,Music webzine from France and Belgium. Love indie music,"Indie, émergence","Indie, emerging",0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
118,118,"Journaliste indépendant pour Longueur d'Ondes, Gonzaï, Disquaires de Paris. Exacavateur de pépites musicales aux quatre coins du monde...","Independent journalist for Longueur d'Ondes, Gonzaï, Disquaires de Paris, also make sharp playlists. Wolrd Wide Digger...",Préférence pour l'expérimental,Preference for experimental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,Le blog musical et culturel qui prend pas les enfants du bon dieu pour des canards sauvages,Le blog musical et culturel qui prend pas les enfants du bon dieu pour des canards sauvages,,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
120,120,"Webzine culturel, vous propose chaque semaine des interviews vidéo d'artistes confirmés et émergeant.","Webzine culturel, vous propose chaque semaine des interviews vidéo d'artistes confirmés et émergeant.",Éclectique,Eclectic,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
121,121,Slip Inside This Sound est un tout nouveau webzine de musique underground bilingue (EN/FR) basé à Paris,Slip Inside This Sound est un tout nouveau webzine de musique underground bilingue (EN/FR) basé à Paris,,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
122,122,Magazine et site web musical indépendant.,French independant magazine and website.,Musique indé,Indie music,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
123,123,"Fondateur Active Records, ex-Believe, ex-Ditto Music, désormais artiste & songwriter. Expérience en stratégie de développement et mises en contact.","Active Records founder, ex-Believe Digital, ex-Ditto Music, now artist and songwriter. Experience in carrier development and connecting people.",Titres finis,Finished songs,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
124,124,Webzine musical éclectique valorisant la scène indépendante et promouvant de jeunes artistes émergents,Eclectic music webzine that values the independent scene and promote young rising artists,Indé,Indie,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0
125,125,"- Direction artistique  
- Membre du pôle musique Radio Campus Paris
- Reporter Radio Campus France 
- Consultante : Diplômée d'un Master 2 en Marketing, Stratégies de Marques et Innovation.
- Intervenante ""MaMA Festival"" : 2017 et 2018
- Intervenante ""Combo 95"": 2018
- Diggeuse de bonnes aventures sonores
- Mélomane constante","- Artistic direction
- Member of Radio Campus Paris music division
- Reporter Radio Campus France
- Consultant : Graduate of a Master2 in Marketing, Brand Strategies and Innovation
- Speaker ""Mama Festival"": 2017 and 2018
- Speaker ""Combo 95"": 2018
- Diggeuse of Good sound adventures 
- Constant music lover",Bonne vibe,Good vibe,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
126,126,"Soul Kitchen, SK, vous propose des contenus exclusifs : des sessions acoustiques (les « SK* Sessions »), des photos et des compte rendus de concert, des chroniques, des news, une sélection de clips et de morceaux à découvrir dans notre « son du jour ». C’est aussi une mine d’informations sur des milliers d’artistes (liens, agenda concert, discographie…), les salles de concert (agenda des concerts, adresse, plan) et les labels.","Soul Kitchen, SK, vous propose des contenus exclusifs : des sessions acoustiques (les « SK* Sessions »), des photos et des compte rendus de concert, des chroniques, des news, une sélection de clips et de morceaux à découvrir dans notre « son du jour ». C’est aussi une mine d’informations sur des milliers d’artistes (liens, agenda concert, discographie…), les salles de concert (agenda des concerts, adresse, plan) et les labels.",Musique indé au sens large,Indie music at a large scale,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
127,127,"L'actualité de la musique ""made in France"" - albums, vidéos, concerts, radio - mais aussi l'Encyclopédie du rock","News about ""Made in France music"" - albums, videos, concerts, radio. Also Rock Encyclopedia",Rock (au sens large) venant de France,Rock music (broad) coming from France,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
128,128,"ROD, le média avant-coureur de la musique électronique française. Actualités, interviews, événements, découvrez la musique électro chill de demain.","ROD, visionary media about French electronic music. News, interviews, events : discover tomorrow's electro chill.",Electro-pop,Electro-pop,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,"Webzine musical et culturel centré pop, rock, folk, funk, électro, indie",We like cheese. And music. And also cheesy music.,Pop,Pop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,"Webzine musical visant la promotion de la nouvelle scène indé d'aujourd'hui. Chaque semaine, (re)découvrez avec nous ces groupes qui font vibrer la France.","Webzine aiming for the promotion of today's indie music scene. Every week, discover bands that make France shiver!",Indie,Rock,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
131,131,Label rouge garanti qualité supérieure,Label rouge garanti qualité supérieure,Music originale,Original music,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
132,132,"Your Daily Dope Dealer. Also home of Nice Guys, indie pop lo-fi record label.","Your Daily Dope Dealer. Also home of Nice Guys, indie pop lo-fi record label.",Musiques électroniques,Electronic Music,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
133,133,Le Mauvais Numero à collectionner.,The Mauvais Numero to collect.,Original,Original,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
134,134,"Webzine destiné à mettre en avant les musiques émergentes et actuelles, de l’électronique à la pop en passant par des projets plus alternatifs.","Webzine designed to highlight emerging and current music, from electronic to pop to alternative projects.",Musiques électroniques & pop,Electronic & pop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,"Pop Occulture ♥ Fuzz. We only cover Garage-Rock, Punk and Psych that leans to the darker and noisier side.","Pop Occulture ♥ Fuzz. We only cover Garage-Rock, Punk and Psych that leans to the darker and noisier side.",Garage rock,Garage rock,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,Newsletter très suivie des concerts de la semaine à Paris et en région parisienne (pour l'instant),Influencial newsletter about the gigs of the week in Paris and around - for now.,Artistes en concert à Paris et région parisienne,Artistes having gigs in Paris and around,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0
138,138,"La musique a de la pointe, on vous la transmet. La sage équipe dig les meilleurs morceaux de l'actualité rock, synth-wave, electro-house et techno mélodieuse.","We display sharp music. Wise team digging for the hottest best tunes in rock, synth-wave, electro-house and melodic techno.",Indie Rock et Electronique,Indie Rock and Electronic music,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
139,139,"Webradio parisienne située près de Montmartre. Organise des interviews, des djsets et lives.","Parisian webradio located near Montmartre. We organize interviews, DJ sets and live events.",Original,Original,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
140,140,"Webzine & organisateur d'événements musicaux (live & dj). La Fessée Musicale recherche et partage avant tout des sensations. On aime aussi bien partager des caresses musicales très pop/indie et sulfureuses comme des claques musicales disco et house. On aime le particulier, le singulier, la sincérité.","Webzine & events organiser - live & DJ. La Fessée Musicale is searching for sensations above all. We also like to share musical  pop / indie sulphurous caresses as house and disco slaps. We like honesty, particularity, singularity.",Indie pop,Indie pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,"Depuis 2006, le site Musik Please propose à ses lecteurs de découvrir la musique par le biais de chroniques, interviews et Live-reports...","Depuis 2006, le site Musik Please propose à ses lecteurs de découvrir la musique par le biais de chroniques, interviews et Live-reports...",,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,142,"Basé en région lyonnaise, La Ruche • Le Label évolue dans le milieu de la musique indépendante depuis plus de 5 ans.","Located near Lyon, La Ruche • Le Label  has been evolving in the indie music world for 5 years",Indie,Indie,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
143,143,Label Metal & Pop-Rock-Indie,Label Metal & Pop-Rock-Indie,Artistes ayant un EP / album à venir,Artists having a EP/album incoming,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,144,"Le Gorille - webzine musical aux mille et une couleurs. Concerts, interviews, partenariats, articles et chaînes innovantes. Berçons nos cœurs de musique.","Le Gorille - webzine musical aux mille et une couleurs. Concerts, interviews, partenariats, articles et chaînes innovantes. Berçons nos cœurs de musique.",,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,"Votre source quotidienne de  Nu-Disco, Indie Dance, Chill, House & Indie Pop tracks. Blog lancé en 2012, basé à Paris.","Your daily source for Nu-Disco, Indie Dance, Chill, House & Indie Pop tracks. Blog started in 2012, based in Paris.",Nu-Disco,Nu-Disco,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,Ex-L'Obs / La Tribune - Articles musique pour un certain nombre de publications françaises,Ex-L'Obs / La Tribune - Articles musique pour un certain nombre de publications françaises,"French pop, Chanson française",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,147,"Chaîne Youtube musicale très suivie couvrant le rock dans toutes ses dimensions, y compris hard et métal","Chaîne Youtube musicale très suivie couvrant le rock dans toutes ses dimensions, y compris hard et métal",,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
